unit_id,airline_sentiment,airline,text
681461991,neutral,US Airways,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?
681460889,neutral,US Airways,@USAirways thank you for the apology
681458838,neutral,Delta,@JetBlue Challenge accepted. First 5 crew members to send pics in the chairs get FREE tickets to visit us. #wager #IsItSummerYet
681462364,neutral,US Airways,@USAirways any word on whether or not flight 1971 from Seattle to Charlotte will have connections held? Or...
681458121,neutral,Delta,@JetBlue Promo Watch Phone $33 at Amazon check http://t.co/leNaOwFyvU
681451467,neutral,United,@united It appears there are six flights to Calgary tomorrow is this correct?
681448540,neutral,Virgin America,@VirginAmerica I'd love to know what your policy is for damaged luggage.
681454355,neutral,Southwest,@SouthwestAir sent!
681677476,neutral,American,@AmericanAir does it show that we are on the same plane?
681459883,neutral,Delta,@JetBlue No not yet. I will notify them. I'm new at this! _��_
681677907,neutral,American,"@AmericanAir daughter record loc. is KYBILC. She is traveling with 3 y.o. and needs to be in adjacent seats, not across isle."
681459914,neutral,Delta,@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol
681457499,neutral,Delta,@JetBlue Need to get my 3-yr-old to Nassau (from SEA) to meet her great-granny she was named after - who just turned 103. #FlyingitForward
681453455,neutral,United,@united ok thanks! Where are you counters located? And how Late Flight are they open?
681458839,neutral,Delta,@JetBlue what's a good address to send feedback over email?
681448952,neutral,Virgin America,@VirginAmerica is that #thestarter??_���
681449164,neutral,United,@united Done and done
681456544,neutral,Southwest,@SouthwestAir #3854 ATL to RDU. Snow forecasted for Raleigh this evening.
681455862,neutral,Southwest,"���@SouthwestAir: @pancho_joe No, no, you must've heard us wrong. Sweet mixtape,though"" 4 the record,I didn't leave the 80's, the 80's left me"
681448726,neutral,Virgin America,@VirginAmerica Grand Budapest Hotel #OscarsCountdown
681458631,neutral,Delta,@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg
681459555,neutral,Delta,"@JetBlue I'd go to Portsmouth, NH to take care of my friend's son while she takes her daughter to Boston for surgery.  #flyingitforward"
681449050,neutral,United,@united thanks again for your concern. I will contact customer care upon our return from Australia.
681452634,neutral,United,"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?"
681461707,neutral,US Airways,@USAirways I should also add the weather conditions are terrible. Expecting 18 inches of snow. Any advice?
681460415,neutral,US Airways,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?
681678323,neutral,American,@AmericanAir dmed back
681455437,neutral,Southwest,@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling
681454619,neutral,Southwest,"@SouthwestAir that was supposed to say ""boo"" not book. booo."
681456552,neutral,Southwest,@SouthwestAir when are you opening the flights beyond august 7th???
681460582,neutral,US Airways,@USAirways doesn't take into account the $450 it cost 2 rent a car 2 drive home
681457325,neutral,Delta,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep"
681677362,neutral,American,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly
681452395,neutral,United,@united how long does it take for customer feedback to respond to a complaint?
681448598,neutral,Virgin America,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!
681453100,neutral,United,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?"
681462108,neutral,US Airways,@USAirways I am just trying to establish what your policy is. Thanks!
681461932,neutral,US Airways,@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!
681678513,neutral,American,@AmericanAir I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.
681458447,neutral,Delta,@JetBlue I would love to Fort Lauderdale now that would cool.
681450083,neutral,United,@united can I request a ticket change through twitter ?
681677578,neutral,American,"@AmericanAir and @CVGairport get it together, perfect combination for delays and Cancelled Flightlations"
681463112,neutral,US Airways,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM
681455592,neutral,Southwest,@SouthwestAir how many left?! I'm 15 min wway
681458747,neutral,Delta,@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ��ە��
681458577,neutral,Delta,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.
681448985,neutral,Virgin America,@VirginAmerica Can you give me Silver Status for 12 months?
681678991,neutral,American,@AmericanAir Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2
681679126,neutral,American,"@AmericanAir know that I could use that for a flight into Canada.  By they time they figured it out, it was too Late Flight to check our bags"
681453095,neutral,United,@united online inchecking able in the Netherlands (ams)?
681457060,neutral,Southwest,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?
681448715,neutral,Virgin America,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G"
681452446,neutral,United,@united mine is GJQX6J husband is A587CW (Can't DM for some reason.)
681454529,neutral,Southwest,"See you in ATL! ���@SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOd�۝"
681457553,neutral,Delta,@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!
681449958,neutral,United,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation.."
681462409,neutral,US Airways,@USAirways How will I change it?
681449530,neutral,United,@United so what�۪s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere
681458896,neutral,Delta,@JetBlue Oh I will. #Disney bound. #workhard #playsoon
681460884,neutral,US Airways,"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!"
681679136,neutral,American,@AmericanAir  A true #AmericanView ...The National Mall http://t.co/N7ExdbcRHg
681457413,neutral,Delta,���@JetBlue: Our fleet's on fleek. http://t.co/7XMaV13G2W�۝ http://t.co/Ela7TNtcIR
681679467,neutral,American,@AmericanAir can I DM you info?
681457501,neutral,Delta,YASSSSS. Da Fuccc- RT @JetBlue: Our fleet's on fleek. http://t.co/oAJ5mnuchA
681459400,neutral,Delta,@JetBlue are you my friend?!
681454725,neutral,Southwest,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
681456574,neutral,Southwest,@SouthwestAir looking for cheap flight to vegas
681459890,neutral,Delta,"@JetBlue I know where you guys jet! LOL, but if you love me so much, help a brother out :) Hot weather, great nightlife, 2-3 hour flight"
681457479,neutral,Delta,HA! ���@JetBlue: Our fleet's on fleek. http://t.co/zQuTUS7epW�۝
681457568,neutral,Delta,No. RT @JetBlue Our fleet's on fleek.
681461066,neutral,US Airways,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
681459709,neutral,Delta,@JetBlue Social Media Takes Flight with Fly #LikeAGirl - What brand lesson can we learn?  #SMM #Brand  https://t.co/nTGl2WnQVM
681677738,neutral,American,@AmericanAir Oh trust me. I am in love. It is so beautiful!
681460824,neutral,US Airways,"@USAirways @AmericanAir taking off now. if I don't have a private jet to bora bora by the time I land, I'm calling Oprah"
681460756,neutral,US Airways,@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?
681456919,neutral,Southwest,@SouthwestAir Happily! But you need to follow me in order for me to DM you
681457295,neutral,Delta,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.
681462797,neutral,US Airways,"@USAirways through, can you confirm that I haven't been charged?"
681451456,neutral,United,@united any plans of restating nonstop service between IAD and South Florida?  We miss our flights to FLL.
681463092,neutral,US Airways,@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(
681457558,neutral,Delta,@JetBlue window exits give it away.
681462059,neutral,US Airways,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL
681458433,neutral,Delta,@JetBlue when will you release flights for February 2016?
681457485,neutral,Delta,Bruh ���@JetBlue: Our fleet's on fleek. http://t.co/W9BQiw0aou�۝
681450622,neutral,United,@united +the plane.
681461433,neutral,US Airways,@USAirways at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?
681453667,neutral,United,@united patiently drinking and tweeting about my experience
681458867,neutral,Delta,@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.
681453335,neutral,United,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot
681449316,neutral,United,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly."
681452439,neutral,United,@united exactly
681456026,neutral,Southwest,"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
681456770,neutral,Southwest,"@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end."
681450258,neutral,United,"@united UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty"
681459885,neutral,Delta,"@JetBlue don't worry, I'm gonna share with my row! _���"
681453473,neutral,United,@united DCA-EWR Flight #4372
681455622,neutral,Southwest,@southwestair How can I refer a friend for the Southwest Credit card for points?
681677783,neutral,American,@AmericanAir what about flight 1239?
681448875,neutral,Virgin America,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29"
681451261,neutral,United,"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)"
681453340,neutral,United,@united I have.
681679340,neutral,American,"@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w"
681454112,neutral,United,"@united 877 from amsterdam to ewr, 02.27.2015, 737-300."
681458695,neutral,Delta,���@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.�۝ Will do!
681455891,neutral,Southwest,@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....
681453904,neutral,United,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
681457540,neutral,Delta,Welllllll.... RT @JetBlue: Our fleet's on fleek. http://t.co/dHHomG2kiX
681463451,neutral,American,@americanair I sure do. I'm running version 3.10.0
681679614,neutral,American,@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow
681459114,neutral,Delta,@JetBlue what is the Mosiac 800 #?
681448379,neutral,Virgin America,@VirginAmerica check out new music http://t.co/maRcnOCWzn
681452475,neutral,United,@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way
681454478,neutral,Southwest,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB
681460894,neutral,US Airways,@USAirways Is your refund system down?
681677795,neutral,American,@AmericanAir With snow/ice forecast DFW Tu pm-We am what is change policy on reservations we hold Wed morning? Any leeway??
681461436,neutral,US Airways,@USAirways @AmericanAir any help regarding flights out of KPHL would be much appreciated
681451502,neutral,United,@united @ehsanisMpowered lmfao
681456321,neutral,Southwest,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk
681462350,neutral,US Airways,"@USAirways Have a 6:05pm flight out of PHL Sat, 2/21. Snow expected. Are we able to switch to an earlier flight without penalty?"
681459024,neutral,Delta,@JetBlue alright.
681460446,neutral,US Airways,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused
681463222,neutral,American,"@AmericanAir Thank you, you too!"
681461105,neutral,US Airways,"@USAirways sorry, we are in Philly. Should've told you that."
681457460,neutral,Delta,@JetBlue everyone is overreacting. Keep up your swag!
681455002,neutral,Southwest,@SouthwestAir For the past 2 yrs I earned A-list status thru a promo-fly 3 rnd trips in 2-3 months. How can I get that option again? #loyal
681460094,neutral,US Airways,"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name"
681454875,neutral,Southwest,@SouthwestAir gimme
681456133,neutral,Southwest,@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :)
681448894,neutral,Virgin America,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
681461759,neutral,US Airways,@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
681458843,neutral,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S
681448265,neutral,Virgin America,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks."
681456200,neutral,Southwest,@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!
681455789,neutral,Southwest,"@SouthwestAir I notice that there are separate buttons for ""guitar"" and actual ""music"" in this pic. Some bands should take note of this."
681456300,neutral,Southwest,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 _���_��_
681677217,neutral,American,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
681462256,neutral,US Airways,@USAirways can you help me reroute my trip?
681455453,neutral,Southwest,@SouthwestAir - did SWA send out customer surveys to earn $100 toward flights? Is this legit?
681678733,neutral,American,@AmericanAir is flight 2413 to LA delayed?
681454136,neutral,United,@united Can you explain how it rewards us elite Premiere 1K members?
681463336,neutral,American,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie _���
681455697,neutral,Southwest,@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!
681456335,neutral,Southwest,@SouthwestAir my PR class would luv to know who's in charge of your Twitter. How many people write your tweets? #gracias
681457829,neutral,Delta,"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)"
681459320,neutral,Delta,@JetBlue  Brazil to volunteer teaching english &amp; spanish to Poor children so they have a skills to improve their chances of a better life.
681458661,neutral,Delta,"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
681459911,neutral,Delta,@JetBlue I did get the email. Thought i wasn't supposed to reply to those_���
681453119,neutral,United,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.
681454057,neutral,United,"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now"
681455541,neutral,Southwest,@SouthwestAir I would sell my nonexistent soul to go see #DestinationDragons
681679169,neutral,American,@AmericanAir DM sent. Answer me please
681679766,neutral,American,@AmericanAir i need someone to help me out
681461140,neutral,US Airways,@USAirways what's going on in CLT?
681678605,neutral,American,@AmericanAir is there anyone online that can help... the flight leaves in 3 hrs
681460156,neutral,US Airways,@USAirways How do I add my TSA Pre number to an existing reservation?
681448751,neutral,Virgin America,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao
681456443,neutral,Southwest,@southwestair #ftw! ������ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw
681450114,neutral,United,@united two years old.  Birthdate 11/13/2012
681462810,neutral,US Airways,@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?
681459470,neutral,Delta,@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..
681459906,neutral,Delta,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug
681454604,neutral,Southwest,@SouthwestAir Why do you have to be 18 _��_
681463206,neutral,American,.@AmericanAir just disappointed with the Flight Booking Problems process and add�۪l fees to sit together on a more crowded flight. Not impressed so far :-/.
681448551,neutral,Virgin America,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas _���_��_
681454584,neutral,Southwest,@SouthwestAir any deals to orlando in April/may??
681457656,neutral,Delta,_���_���_������@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C�۝
681457528,neutral,Delta,���@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6�۝ .... I have to refrain what I want to say
681452071,neutral,United,"@united @SCVPools 
Please call me at 310-795-2210."
681448547,neutral,Virgin America,@VirginAmerica @TTINAC11 I DM you
681451118,neutral,United,@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?
681450126,neutral,United,@United Adopting 2 yr old child from Ethiopia. Flying from ADD to GRR on 2/28.  Need to add child to reservation and get costs.  Help!  Thx
681456877,neutral,Southwest,"@SouthwestAir just did, thank you"
681457587,neutral,Delta,���@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE�۝
681454222,neutral,United,@united What is the policy behind changing passengers' seating assignments at the gate?
681449605,neutral,United,"@united yes, after this awful weather it appears I can get home"
681448156,neutral,Virgin America,@VirginAmerica I didn't today... Must mean I need to take another trip!
681451387,neutral,United,@united traveling with 3 young kids!! Chose our original flights for a reason.
681456607,neutral,Southwest,@SouthwestAir so was there a winner for #DestinationDragons ???
681453922,neutral,United,"@united Thanks. UA1121, DEN, 40 min on tarmac."
681678737,neutral,American,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?"
681461672,neutral,US Airways,@USAirways - My guess is what happened in #Vegas ended up in #Philly #Sexy http://t.co/qgMfCB7yT4
681460100,neutral,US Airways,@USAirways how much is it to check golf clubs on a flight. They might be oversized
681453734,neutral,United,@united it's operated by united as it's a heathrow-Newark flight
681678009,neutral,American,@AmericanAir We've sent you more info via DM.  I truly hope you resolve this very quickly. #media #filmcrew #cnn #nbc
681452115,neutral,United,@united you need to follow me so I can dm you to give you the info
681459757,neutral,Delta,@JetBlue it was at JFK airport right now
681460012,neutral,US Airways,@USAirways never received such horrible service or treated so poorly as Richard P. today. No excuse for attitude &amp; ripping up our tickets!
681449200,neutral,United,@united Okay thank you
681452892,neutral,United,@united in Bogota with no wallet is no fun. :-(
681457461,neutral,Delta,���@JetBlue: Our fleet's on fleek. http://t.co/5KshTUe6Q0�۝ _���
681454916,neutral,Southwest,@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo
681458678,neutral,Delta,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?"
681458802,neutral,Delta,@JetBlue can I switch my seat for my trip on Sunday?
681461203,neutral,US Airways,@USAirways No I need the corporate office number please as that is who is dealing with this for me. It's a 480 number.
681677818,neutral,American,@AmericanAir @USAirways I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?
681458141,neutral,Delta,@JetBlue don't I always?
681459175,neutral,Delta,"@JetBlue my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money."
681455597,neutral,Southwest,@SouthwestAir I'm 30 mins out WAIT FOR ME_��__��__��_
681454738,neutral,Southwest,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
681462346,neutral,US Airways,@USAirways @AskPayPal So I contacted my bank. They took the money out today. I also contacted @USAirways they said my reservation is
681677734,neutral,American,@AmericanAir Are you expecting any delays out of #DFW tomorrow morning?
681459787,neutral,Delta,@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.
681461056,neutral,US Airways,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!"
681452620,neutral,United,@united Will you be issuing an exception policy for Denver for this weekend?
681461051,neutral,US Airways,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?
681451018,neutral,United,@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.
681458551,neutral,Delta,@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON
681462542,neutral,US Airways,@USAirways can they change to correct last name? Did via reservations already but said can't change ticket name..
681463264,neutral,American,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus)
681457180,neutral,Delta,@JetBlue Not for the dates or destination I'm headed _���
681678287,neutral,American,@AmericanAir no. Prebook flight for wife's 40th bday in NO. I recently have had surgery and can't travel. Won't let another go in my place
681460679,neutral,US Airways,"@USAirways US 728 Wait, now a gate opened. Back we go. (Good, maybe we can get off.)"
681449223,neutral,United,@united keep me updated. Let me know that the bags make the flight to j-burg
681450006,neutral,United,@united follow back and I'll give you the details.
681457166,neutral,Delta,@JetBlue Ok and in Dominican Republic what numbers?
681461097,neutral,US Airways,@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40
681458807,neutral,Delta,@JetBlue is flt 1202 delayed?
681449487,neutral,United,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?
681448717,neutral,Virgin America,@VirginAmerica any plans to start flying direct from DAL to LAS?
681455223,neutral,Southwest,"@SouthwestAir I know where that is! Alas I live far, far away now. #Books"
681454422,neutral,Southwest,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue
681459847,neutral,Delta,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...
681677430,neutral,American,"@AmericanAir Traveling with my infant: Do you check the carseat for free? If so, do you provide a bag? Someone told me but wanted to confirm"
681457763,neutral,Delta,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal"
681453305,neutral,United,@united any updates with the DOT looking at the united fares from London to the US from last week?
681457164,neutral,Delta,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24
681458823,neutral,Delta,@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp
681463082,neutral,US Airways,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt"
681452102,neutral,United,@united its available online I just can't figure out how to do it to guarantee same flight
681678995,neutral,American,"@AmericanAir looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you"
681678216,neutral,American,@AmericanAir Is my friends flight 386 from JAX to DFW Cancelled Flighted?
681678046,neutral,American,@AmericanAir originating at SFO and going to LAX.
681457058,neutral,Southwest,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?
681454834,neutral,Southwest,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment
681459139,neutral,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5fmipW9dhi
681448801,neutral,Virgin America,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' _���
681454286,neutral,United,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15
681678035,neutral,American,"@AmericanAir My chariot tonight. From this angle it looks like a 787, no? http://t.co/3ZZKQWWbJz"
681448862,neutral,Virgin America,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift"
681448400,neutral,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare"
681456354,neutral,Southwest,@SouthwestAir do new flights come out at midnight?
681455061,neutral,Southwest,@SouthwestAir what does a woman got to do to get a chance of a lifetime? _��� #DestinationDragons #imaginedragons #slaycancerwithdragons
681453778,neutral,United,@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name
681451256,neutral,United,"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice"
681456218,neutral,Southwest,@SouthwestAir using social business roadmap to develop intelligent path to embed social across enterprise #RaganDisney
681451621,neutral,United,"@united we have developers flying down tmrw morn. w/45 min layover, there is an earlier flight to have 1.5hr layover, can move them up?"
681457458,neutral,Delta,@JetBlue what's good with a Miami terminal?
681449007,neutral,United,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta
681456111,neutral,Southwest,"@SouthwestAir boarding passes now compatible with #iPhone #Passbook 
http://t.co/1ESmMnIZEk"
681458583,neutral,Delta,@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?
681457481,neutral,Delta,@JetBlue hi I flew with your airline once in Australia and saw zero kangaroos. Had this been rectified
681456567,neutral,Southwest,"@SouthwestAir In my letters to follow, I will be sure to include my Rewards Number, twitter handle, and email address."
681458215,neutral,Delta,@JetBlue and ask she load the bag for my flight
681458116,neutral,Delta,@JetBlue Flight 136 departed Phoenix at 1:30 am
681456393,neutral,Southwest,@SouthwestAir Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!
681456559,neutral,Southwest,@SouthwestAir I left something on a plane landing at Midway last night because I am a responsible adult -- got a number for me to call? TY!
681456733,neutral,Southwest,@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks
681450564,neutral,United,"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?"
681457336,neutral,Delta,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF
681451246,neutral,United,@united is it on a flight now? Thanks for reply.
681456338,neutral,Southwest,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!
681677903,neutral,American,@AmericanAir anything in particular I should ask for.   Will they want me to document my mileage plus status!
681678624,neutral,American,@AmericanAir Will 2396 be Cancelled Flightled tonight?
681453942,neutral,United,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!"
681454110,neutral,United,@united do you have an e-mail address I can write my account to? Might be less likely to disappear
681459996,neutral,Delta,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM"
681678485,neutral,American,@AmericanAir can you tell me why flight 1542 from dfw to phl was Cancelled Flightled for tomorrow?
681679704,neutral,American,@AmericanAir yes and I would like a refund.
681457520,neutral,Delta,_���_��� RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI
681448174,neutral,Virgin America,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24
681679358,neutral,American,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.
681457591,neutral,Delta,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?"
681679747,neutral,American,"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?"
681456328,neutral,Southwest,@SouthwestAir @flightspots about time! #mobileboarding is a must!
681454639,neutral,Southwest,@SouthwestAir continues to prove to be the best airlines _�ջ
681450759,neutral,United,@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?
681459932,neutral,Delta,@JetBlue Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus
681454014,neutral,United,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
681456803,neutral,Southwest,@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo
681678656,neutral,American,"@AmericanAir Is it true, as FAs are saying, that you have no way to collect money from passengers (after door closing) who want a MCE seat?"
681679129,neutral,American,"@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?"
681678393,neutral,American,@AmericanAir dmed the name
681463180,neutral,US Airways,@USAirways how's us 1797 looking today?
681677422,neutral,American,"@AmericanAir 
Thank you for responding...My laptop is in my bag and I need it for work. I am worried. The file code is UTEVGW."
681462058,neutral,US Airways,@USAirways How do I redeem my pass to the admirals club? I have 1 free visit with my barclay card membership. And can I bring a companion?
681457682,neutral,Delta,@jetblue it's time for a direct flight from #JFK to #PITT.... @ Official JetBlue Terminal 5 - New York��_ http://t.co/QygXGmd3Sn
681456541,neutral,Southwest,@SouthwestAir @karajusto SWA is willing to follow up. FINALLY.
